Field ID,Label,Kind,Data type,Format,Option value,Option text,Where this option came from,Long-term loans using it,Known drift
1524,Borr Race American Indian,standard,Boolean,YN,N,No,declared by Encompass,2,boolean-representation
1525,Borr Race Asian,standard,Boolean,YN,Y,Asian,declared by Encompass,0,boolean-representation
1525,Borr Race Asian,standard,Boolean,YN,N,No,declared by Encompass,2,boolean-representation
1526,Borr Race Black,standard,Boolean,YN,Y,Black or African American,declared by Encompass,0,boolean-representation
1526,Borr Race Black,standard,Boolean,YN,N,No,declared by Encompass,2,boolean-representation
1527,Borr Race Native Hawaiian,standard,Boolean,YN,Y,Native Hawaiian or Other Pacific Islander,declared by Encompass,0,boolean-representation
1527,Borr Race Native Hawaiian,standard,Boolean,YN,N,No,declared by Encompass,2,boolean-representation
1529,Borr Race Info not provided,standard,Boolean,YN,Y,I do not wish to provide this information,declared by Encompass,2,boolean-representation
1529,Borr Race Info not provided,standard,Boolean,YN,N,No,declared by Encompass,0,boolean-representation
1530,Borr Race Not Applicable,standard,Boolean,YN,Y,Not applicable,declared by Encompass,2,boolean-representation
1530,Borr Race Not Applicable,standard,Boolean,YN,N,No,declared by Encompass,0,boolean-representation
1750,Expenses Calc Hazard Ins Rate,standard,String,STRING,Loan Amount,Loan Amount,declared by Encompass,2,
1750,Expenses Calc Hazard Ins Rate,standard,String,STRING,Purchase Price,Purchase Price,declared by Encompass,0,
1750,Expenses Calc Hazard Ins Rate,standard,String,STRING,Appraisal Value,Appraisal Value,declared by Encompass,0,
1750,Expenses Calc Hazard Ins Rate,standard,String,STRING,Base Loan Amount,Base Loan Amount,declared by Encompass,0,
1750,Expenses Calc Hazard Ins Rate,standard,String,STRING,As Completed Purchase Price,As Completed Purchase Price,declared by Encompass,0,
1750,Expenses Calc Hazard Ins Rate,standard,String,STRING,As Completed Appraised Value,As Completed Appraised Value,declared by Encompass,0,
1946,REGZ Prepymt Penalty Type of Prepay 1,standard,String,STRING,Hard,Hard,declared by Encompass,1,
1946,REGZ Prepymt Penalty Type of Prepay 1,standard,String,STRING,Soft,Soft,declared by Encompass,1,
4148,Borr Asian Indian Indicator,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
4148,Borr Asian Indian Indicator,standard,Boolean,YN,N,No,declared by Encompass,2,boolean-representation
4149,Borr Chinese Indicator,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
4149,Borr Chinese Indicator,standard,Boolean,YN,N,No,declared by Encompass,2,boolean-representation
4150,Borr Filipino Indicator,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
4150,Borr Filipino Indicator,standard,Boolean,YN,N,No,declared by Encompass,2,boolean-representation
4151,Borr Japanese Indicator,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
4151,Borr Japanese Indicator,standard,Boolean,YN,N,No,declared by Encompass,2,boolean-representation
4152,Borr Korean Indicator,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
4152,Borr Korean Indicator,standard,Boolean,YN,N,No,declared by Encompass,2,boolean-representation
4153,Borr Vietnamese Indicator,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
4153,Borr Vietnamese Indicator,standard,Boolean,YN,N,No,declared by Encompass,2,boolean-representation
4154,Borr Other Asian Race Indicator,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
4154,Borr Other Asian Race Indicator,standard,Boolean,YN,N,No,declared by Encompass,2,boolean-representation
4155,Borr Native Hawaiian Indicator,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
4155,Borr Native Hawaiian Indicator,standard,Boolean,YN,N,No,declared by Encompass,2,boolean-representation
4156,Borr Guamanian or Chamorro Indicator,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
4156,Borr Guamanian or Chamorro Indicator,standard,Boolean,YN,N,No,declared by Encompass,2,boolean-representation
4157,Borr Samoan Indicator,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
4157,Borr Samoan Indicator,standard,Boolean,YN,N,No,declared by Encompass,2,boolean-representation
4158,Borr Other Pacific Islander Indicator,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
4158,Borr Other Pacific Islander Indicator,standard,Boolean,YN,N,No,declared by Encompass,2,boolean-representation
4212,Borr Not Applicable Indicator,standard,Boolean,YN,Y,Not Applicable,declared by Encompass,0,boolean-representation
4212,Borr Not Applicable Indicator,standard,Boolean,YN,N,No,declared by Encompass,2,boolean-representation
4243,Borr Information Not Provided Indicator,standard,Boolean,YN,Y,Information Not Provided,declared by Encompass,0,boolean-representation
4243,Borr Information Not Provided Indicator,standard,Boolean,YN,N,No,declared by Encompass,2,boolean-representation
4244,Borr Information Not Provided,standard,Boolean,YN,Y,Information Not Provided,declared by Encompass,2,boolean-representation
4244,Borr Information Not Provided,standard,Boolean,YN,N,No,declared by Encompass,0,boolean-representation
4255,Construction Refinance Indicator,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
4255,Construction Refinance Indicator,standard,Boolean,YN,N,No,declared by Encompass,2,boolean-representation
4667,Trans Details Credit 1 Source,standard,String,STRING,BorrowerPaidOutsideClosing,Borrower Paid Outside Closing (FNMA/FRE),declared by Encompass,2,
4667,Trans Details Credit 1 Source,standard,String,STRING,BuilderDeveloper,Builder Developer (FNMA/FRE),declared by Encompass,0,
4667,Trans Details Credit 1 Source,standard,String,STRING,ClosingAgent,Closing Agent (FRE),declared by Encompass,0,
4667,Trans Details Credit 1 Source,standard,String,STRING,Employer,Employer (FRE),declared by Encompass,0,
4667,Trans Details Credit 1 Source,standard,String,STRING,EmployerAffiliate,Employer Affiliate (FNMA/FRE),declared by Encompass,0,
4667,Trans Details Credit 1 Source,standard,String,STRING,FederalAgency,Federal Agency (FRE),declared by Encompass,0,
4667,Trans Details Credit 1 Source,standard,String,STRING,Lender,Lender (FRE),declared by Encompass,0,
4667,Trans Details Credit 1 Source,standard,String,STRING,LenderAffiliate,Lender Affiliate (FNMA/FRE),declared by Encompass,0,
4667,Trans Details Credit 1 Source,standard,String,STRING,LocalAgency,Local Agency (FRE),declared by Encompass,0,
4667,Trans Details Credit 1 Source,standard,String,STRING,NonParentRelative,Non-Parent Relative (FRE),declared by Encompass,0,
4667,Trans Details Credit 1 Source,standard,String,STRING,OtherInterestedParty,Other Interested Party (FNMA),declared by Encompass,0,
4667,Trans Details Credit 1 Source,standard,String,STRING,Parent,Parent (FRE),declared by Encompass,0,
4667,Trans Details Credit 1 Source,standard,String,STRING,PropertySeller,Property Seller (FRE Retired),declared by Encompass,0,
4667,Trans Details Credit 1 Source,standard,String,STRING,RealEstateAgent,Real Estate Agent (FNMA/FRE),declared by Encompass,0,
4667,Trans Details Credit 1 Source,standard,String,STRING,StateAgency,State Agency (FRE),declared by Encompass,0,
4667,Trans Details Credit 1 Source,standard,String,STRING,UnrelatedFriend,Unrelated Friend (FRE),declared by Encompass,0,
4934,CoBorrower - Cell Phone Preferred,standard,Boolean,YN,Y,Yes,declared by Encompass,1,boolean-representation
4934,CoBorrower - Cell Phone Preferred,standard,Boolean,YN,N,No,declared by Encompass,1,boolean-representation
4935,CoBorrower - Text Message Preferred,standard,Boolean,YN,Y,Yes,declared by Encompass,1,boolean-representation
4935,CoBorrower - Text Message Preferred,standard,Boolean,YN,N,No,declared by Encompass,1,boolean-representation
5056,Co-Borrower Government ID Type,standard,String,STRING,SSN,SSN - Social Security Number,declared by Encompass,0,
5056,Co-Borrower Government ID Type,standard,String,STRING,TIN,TIN - Tax Identification Number,declared by Encompass,0,
5056,Co-Borrower Government ID Type,standard,String,STRING,DL,DL - US State Issued Driver's License ID,declared by Encompass,2,
5056,Co-Borrower Government ID Type,standard,String,STRING,ML,ML - Military ID,declared by Encompass,0,
5056,Co-Borrower Government ID Type,standard,String,STRING,PPT,PPT- Valid Passport,declared by Encompass,0,
5056,Co-Borrower Government ID Type,standard,String,STRING,AID,AID - Alien Identification Card,declared by Encompass,0,
5056,Co-Borrower Government ID Type,standard,String,STRING,OTH,OTH - Describe Other,declared by Encompass,0,
CX.MINIMUMBORROWERCONTRIBU,Minimum borrower contribution requirement,custom,DROPDOWNLIST,DROPDOWNLIST,Custom,Custom,inferred from live data,1,
CX.MINIMUMBORROWERCONTRIBU,Minimum borrower contribution requirement,custom,DROPDOWNLIST,DROPDOWNLIST,10%,10%,inferred from live data,1,
NEWHUD.X1067,Fees Bona Fide Indicator,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
NEWHUD.X1067,Fees Bona Fide Indicator,standard,Boolean,YN,N,No,declared by Encompass,2,boolean-representation
NEWHUD.X1173,Fees Line 802 LO Compensation Tool - Lender Compensation Credit Paid By 4,standard,String,STRING,Broker,B,declared by Encompass,0,
NEWHUD.X1173,Fees Line 802 LO Compensation Tool - Lender Compensation Credit Paid By 4,standard,String,STRING,Lender,L,declared by Encompass,2,
NEWHUD.X1173,Fees Line 802 LO Compensation Tool - Lender Compensation Credit Paid By 4,standard,String,STRING,Other,O,declared by Encompass,0,
NEWHUD.X753,Fees Line 809 POC,standard,Boolean,YN,Y,Yes,declared by Encompass,2,boolean-representation
NEWHUD.X753,Fees Line 809 POC,standard,Boolean,YN,N,No,declared by Encompass,0,boolean-representation
POPT.X14,Section 800 Line 805 POC and PTC Indicator,standard,Boolean,YN,Y,Yes,declared by Encompass,2,boolean-representation
POPT.X14,Section 800 Line 805 POC and PTC Indicator,standard,Boolean,YN,N,No,declared by Encompass,0,boolean-representation
POPT.X18,Section 800 Line 809 POC and PTC Indicator,standard,Boolean,YN,Y,Yes,declared by Encompass,2,boolean-representation
POPT.X18,Section 800 Line 809 POC and PTC Indicator,standard,Boolean,YN,N,No,declared by Encompass,0,boolean-representation
POPT.X2,Section 800 Line 801 POC and PTC Indicator 2,standard,Boolean,YN,Y,Yes,declared by Encompass,2,boolean-representation
POPT.X2,Section 800 Line 801 POC and PTC Indicator 2,standard,Boolean,YN,N,No,declared by Encompass,0,boolean-representation
POPT.X7,Section 800 Line 801 POC and PTC Indicator 7,standard,Boolean,YN,Y,Yes,declared by Encompass,2,boolean-representation
POPT.X7,Section 800 Line 801 POC and PTC Indicator 7,standard,Boolean,YN,N,No,declared by Encompass,0,boolean-representation
QM.X2,ATR QM - Non-Stardard to Standard Refinance Eligibility - Refinance with Original Creditor ,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
QM.X2,ATR QM - Non-Stardard to Standard Refinance Eligibility - Refinance with Original Creditor ,standard,Boolean,YN,N,No,declared by Encompass,2,boolean-representation
URLA.X267,Borr Mailing Foreign Address Indicator,standard,Boolean,YN,Y,Yes,declared by Encompass,1,boolean-representation
URLA.X267,Borr Mailing Foreign Address Indicator,standard,Boolean,YN,N,No,declared by Encompass,1,boolean-representation
URLA.X40,Borr OtherSrcIncomeDoesNotApply,standard,Boolean,YN,Y,Does Not Apply,declared by Encompass,0,boolean-representation
URLA.X40,Borr OtherSrcIncomeDoesNotApply,standard,Boolean,YN,N,No,declared by Encompass,2,boolean-representation
URLA.X52,Other Assets Does not Apply - CoBorrower,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
URLA.X52,Other Assets Does not Apply - CoBorrower,standard,Boolean,YN,N,No,declared by Encompass,2,boolean-representation
URLA.X83,Gifts and Grants Indicator Co-Borr,standard,Boolean,YN,Y,Does not apply,declared by Encompass,0,boolean-representation
URLA.X83,Gifts and Grants Indicator Co-Borr,standard,Boolean,YN,N,No,declared by Encompass,2,boolean-representation
VEND.X1032,File Contacts Seller Not a Natural Person (legal entity) Flag,standard,Boolean,YN,Y,Yes,declared by Encompass,1,boolean-representation
VEND.X1032,File Contacts Seller Not a Natural Person (legal entity) Flag,standard,Boolean,YN,N,No,declared by Encompass,1,boolean-representation
VEND.X654,File Contacts Settlement Agent Add to CD Contact Info ,standard,Boolean,YN,Y,Yes,declared by Encompass,1,boolean-representation
VEND.X654,File Contacts Settlement Agent Add to CD Contact Info ,standard,Boolean,YN,N,No,declared by Encompass,1,boolean-representation
35,Trans Details Income of Spouse will not be used,standard,Boolean,YN,Y,The income/assets of the Borrower's spouse will not be used..,declared by Encompass,0,boolean-representation
35,Trans Details Income of Spouse will not be used,standard,Boolean,YN,N,No,declared by Encompass,1,boolean-representation
676,Insurance Flood,standard,Boolean,YN,Y,Flood insurance,declared by Encompass,1,boolean-representation
676,Insurance Flood,standard,Boolean,YN,N,No,declared by Encompass,0,boolean-representation
981,Borr Declarations Ownership Occupancy,standard,String,STRING,PrimaryResidence,Primary Residence,declared by Encompass,0,
981,Borr Declarations Ownership Occupancy,standard,String,STRING,FHASecondaryResidence,FHA Secondary Residence,declared by Encompass,0,
981,Borr Declarations Ownership Occupancy,standard,String,STRING,SecondaryResidence,Second Home,declared by Encompass,0,
981,Borr Declarations Ownership Occupancy,standard,String,STRING,Investment,Investment Property,declared by Encompass,1,
1012,Subject Property Project Classification,standard,String,STRING,A_IIICondominium,Freddie Mac: Streamlined Review,declared by Encompass,0,
1012,Subject Property Project Classification,standard,String,STRING,B_IICondominium,Freddie Mac: Established Project,declared by Encompass,0,
1012,Subject Property Project Classification,standard,String,STRING,C_ICondominium,Freddie Mac: New Project,declared by Encompass,0,
1012,Subject Property Project Classification,standard,String,STRING,DetachedProject,Freddie Mac: Detached Project,declared by Encompass,0,
1012,Subject Property Project Classification,standard,String,STRING,2To4UnitProject,Freddie Mac: 2-To-4-Unit Project,declared by Encompass,0,
1012,Subject Property Project Classification,standard,String,STRING,ExemptFromReview,Freddie Mac: Exempt From Review,declared by Encompass,0,
1012,Subject Property Project Classification,standard,String,STRING,ReciprocalReview,Freddie Mac: Reciprocal Review,declared by Encompass,0,
1012,Subject Property Project Classification,standard,String,STRING,E_PUD,Fannie Mae: E Established PUD Project,declared by Encompass,0,
1012,Subject Property Project Classification,standard,String,STRING,F_PUD,Fannie Mae: F New PUD Project,declared by Encompass,0,
1012,Subject Property Project Classification,standard,String,STRING,P_LimitedReviewNew,Fannie Mae: P Limited Review - New Condo Project,declared by Encompass,1,
1012,Subject Property Project Classification,standard,String,STRING,Q_LimitedReviewEst,Fannie Mae: Q Limited Review - Established Condo Project,declared by Encompass,0,
1012,Subject Property Project Classification,standard,String,STRING,R_ExpeditedNew,Fannie Mae: R Full Review - New Condo Project,declared by Encompass,0,
1012,Subject Property Project Classification,standard,String,STRING,S_ExpeditedEst,Fannie Mae: S Full Review - Established Condo Project,declared by Encompass,0,
1012,Subject Property Project Classification,standard,String,STRING,T_FannieMaeReview,Fannie Mae: T Fannie Mae Review through PERS - Condo Project,declared by Encompass,0,
1012,Subject Property Project Classification,standard,String,STRING,U_FHAapproved,Fannie Mae: U FHA-approved Condo Project,declared by Encompass,0,
1012,Subject Property Project Classification,standard,String,STRING,V_NoReviewSiteCondo,Fannie Mae: V Condo Project Review Waived,declared by Encompass,0,
1012,Subject Property Project Classification,standard,String,STRING,FullReviewCoopProject,Fannie Mae: 1 Full Review - Co-op Project,declared by Encompass,0,
1012,Subject Property Project Classification,standard,String,STRING,FannieMaeReviewPERSCoopProject,Fannie Mae: 2 Fannie Mae Review through PERS - Co-op Project,declared by Encompass,0,
1012,Subject Property Project Classification,standard,String,STRING,OneCooperative,Other: One Cooperative,declared by Encompass,0,
1012,Subject Property Project Classification,standard,String,STRING,TwoCooperative,Other: Two Cooperative,declared by Encompass,0,
1012,Subject Property Project Classification,standard,String,STRING,TCooperative,Other: T Cooperative,declared by Encompass,0,
1012,Subject Property Project Classification,standard,String,STRING,T_PUD,Other: T/PUD,declared by Encompass,0,
1012,Subject Property Project Classification,standard,String,STRING,III PUD,Other: PUD,declared by Encompass,0,
1012,Subject Property Project Classification,standard,String,STRING,V_RefiPlus,Other: V/Refi Plus,declared by Encompass,0,
1012,Subject Property Project Classification,standard,String,STRING,Approved FHA/VA Condominium Project Or Spot Loan,Other: Approved FHA/VA Condominium Project Or Spot Loan,declared by Encompass,0,
1012,Subject Property Project Classification,standard,String,STRING,G_NotInAProjectOrDevelopment,Other: G/Not in a Project or Development,declared by Encompass,0,
1069,Borr Declarations Ownership Title,standard,String,STRING,Sole,Sole Ownership,declared by Encompass,1,
1069,Borr Declarations Ownership Title,standard,String,STRING,JointWithSpouse,Joint With Spouse,declared by Encompass,0,
1069,Borr Declarations Ownership Title,standard,String,STRING,JointWithOtherThanSpouse,Joint With Other Than Spouse,declared by Encompass,0,
1242,Insurance Property,standard,Boolean,YN,Y,Hazard Insurance,declared by Encompass,1,boolean-representation
1242,Insurance Property,standard,Boolean,YN,N,No,declared by Encompass,0,boolean-representation
1678,REGZ Pymt Sched Customize,standard,Boolean,YN,Y,Customize,declared by Encompass,0,boolean-representation
1678,REGZ Pymt Sched Customize,standard,Boolean,YN,N,No,declared by Encompass,1,boolean-representation
1962,REGZ Construction Mortgage Number of Days,standard,String,STRING,360/360,360/360,declared by Encompass,1,
1962,REGZ Construction Mortgage Number of Days,standard,String,STRING,365/360,365/360,declared by Encompass,0,
1962,REGZ Construction Mortgage Number of Days,standard,String,STRING,365/365,365/365,declared by Encompass,0,
1964,Initial Acquisition of Land,standard,Boolean,YN,Y,Yes,declared by Encompass,1,boolean-representation
1964,Initial Acquisition of Land,standard,Boolean,YN,N,No,declared by Encompass,0,boolean-representation
1974,REGZ Prepymt Penalty Type of Prepay 3,standard,String,STRING,Hard,Hard,declared by Encompass,0,
1974,REGZ Prepymt Penalty Type of Prepay 3,standard,String,STRING,Soft,Soft,declared by Encompass,1,
2401,Rate Lock Hedging,standard,String,STRING,Y,Y,declared by Encompass,0,
2401,Rate Lock Hedging,standard,String,STRING,N,N,declared by Encompass,1,
2573,Export Investor or Lender Loan Number,standard,String,STRING,UseInvestorNumber,Inv. loan # as Lender loan #,declared by Encompass,0,
2573,Export Investor or Lender Loan Number,standard,String,STRING,UseLoanNumber,Lender loan # as Inv. loan #,declared by Encompass,1,
2827,Rate Registration Loan Is Registered,standard,Boolean,YN,Y,Yes,declared by Encompass,1,boolean-representation
2827,Rate Registration Loan Is Registered,standard,Boolean,YN,N,No,declared by Encompass,0,boolean-representation
2964,Lock Request Penalty Term,standard,String,STRING,1 Year,1 Year,declared by Encompass,0,
2964,Lock Request Penalty Term,standard,String,STRING,2 Years,2 Years,declared by Encompass,0,
2964,Lock Request Penalty Term,standard,String,STRING,3 Years,3 Years,declared by Encompass,0,
2964,Lock Request Penalty Term,standard,String,STRING,4 Years,4 Years,declared by Encompass,0,
2964,Lock Request Penalty Term,standard,String,STRING,5 Years,5 Years,declared by Encompass,1,
3000,HUD 92900 LT Loan for 203K,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
3000,HUD 92900 LT Loan for 203K,standard,Boolean,YN,N,No,declared by Encompass,1,boolean-representation
3515,Borrower Can Demonstrate 12-Month Mortgage/Rental History,standard,Boolean,YN,Y,Yes,declared by Encompass,1,boolean-representation
3515,Borrower Can Demonstrate 12-Month Mortgage/Rental History,standard,Boolean,YN,N,No,declared by Encompass,0,boolean-representation
3520,Lock Request Co-Mort3 Self Employed,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
3520,Lock Request Co-Mort3 Self Employed,standard,Boolean,YN,N,No,declared by Encompass,1,boolean-representation
3530,Lock Request Borrower Can Demonstrate 12-Month Mortgage/Rental History,standard,Boolean,YN,Y,Yes,declared by Encompass,1,boolean-representation
3530,Lock Request Borrower Can Demonstrate 12-Month Mortgage/Rental History,standard,Boolean,YN,N,No,declared by Encompass,0,boolean-representation
3844,Lock Request HUD 92900 LT Loan for 203K,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
3844,Lock Request HUD 92900 LT Loan for 203K,standard,Boolean,YN,N,No,declared by Encompass,1,boolean-representation
3861,Borr SSA-89 Banking Service Indicator,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
3861,Borr SSA-89 Banking Service Indicator,standard,Boolean,YN,N,No,declared by Encompass,1,boolean-representation
4668,Trans Details Credit 2 Source,standard,String,STRING,BorrowerPaidOutsideClosing,Borrower Paid Outside Closing (FNMA/FRE),declared by Encompass,0,
4668,Trans Details Credit 2 Source,standard,String,STRING,BuilderDeveloper,Builder Developer (FNMA/FRE),declared by Encompass,0,
4668,Trans Details Credit 2 Source,standard,String,STRING,ClosingAgent,Closing Agent (FRE),declared by Encompass,0,
4668,Trans Details Credit 2 Source,standard,String,STRING,Employer,Employer (FRE),declared by Encompass,0,
4668,Trans Details Credit 2 Source,standard,String,STRING,EmployerAffiliate,Employer Affiliate (FNMA/FRE),declared by Encompass,0,
4668,Trans Details Credit 2 Source,standard,String,STRING,FederalAgency,Federal Agency (FRE),declared by Encompass,0,
4668,Trans Details Credit 2 Source,standard,String,STRING,Lender,Lender (FRE),declared by Encompass,0,
4668,Trans Details Credit 2 Source,standard,String,STRING,LenderAffiliate,Lender Affiliate (FNMA/FRE),declared by Encompass,0,
4668,Trans Details Credit 2 Source,standard,String,STRING,LocalAgency,Local Agency (FRE),declared by Encompass,0,
4668,Trans Details Credit 2 Source,standard,String,STRING,NonParentRelative,Non-Parent Relative (FRE),declared by Encompass,1,
4668,Trans Details Credit 2 Source,standard,String,STRING,OtherInterestedParty,Other Interested Party (FNMA),declared by Encompass,0,
4668,Trans Details Credit 2 Source,standard,String,STRING,Parent,Parent (FRE),declared by Encompass,0,
4668,Trans Details Credit 2 Source,standard,String,STRING,PropertySeller,Property Seller (FRE Retired),declared by Encompass,0,
4668,Trans Details Credit 2 Source,standard,String,STRING,RealEstateAgent,Real Estate Agent (FNMA/FRE),declared by Encompass,0,
4668,Trans Details Credit 2 Source,standard,String,STRING,StateAgency,State Agency (FRE),declared by Encompass,0,
4668,Trans Details Credit 2 Source,standard,String,STRING,UnrelatedFriend,Unrelated Friend (FRE),declared by Encompass,0,
4922,Borrower - Work Email Preferred,standard,Boolean,YN,Y,Yes,declared by Encompass,1,boolean-representation
4922,Borrower - Work Email Preferred,standard,Boolean,YN,N,No,declared by Encompass,0,boolean-representation
4933,CoBorrower - Work Phone Preferred,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
4933,CoBorrower - Work Phone Preferred,standard,Boolean,YN,N,No,declared by Encompass,1,boolean-representation
4975,Condo Approved Indicator,standard,Boolean,YN,Y,Yes,declared by Encompass,1,boolean-representation
4975,Condo Approved Indicator,standard,Boolean,YN,N,No,declared by Encompass,0,boolean-representation
CX.ACCRUALTYPE,Accrual Type,custom,DROPDOWNLIST,DROPDOWNLIST,Drawn,Drawn,inferred from live data,1,
CX.CROSSCOLLATERALIZEDFLAG,Cross Collateralized Flag,custom,DROPDOWNLIST,DROPDOWNLIST,NO,NO,inferred from live data,1,
CX.DEALPROJECTTYPE,Deal / Project type,custom,DROPDOWNLIST,DROPDOWNLIST,Fix and Flip,Fix and Flip,inferred from live data,1,
CX.EXITPLAN,Exit plan,custom,DROPDOWNLIST,DROPDOWNLIST,Sale,Sale,inferred from live data,1,
CX.MULTIPROPERTYFLAG,Multiproperty Flag,custom,DROPDOWNLIST,DROPDOWNLIST,NO,NO,inferred from live data,1,
CX.RENT-PAYINGTENANT,Rent-paying tenant,custom,DROPDOWNLIST,DROPDOWNLIST,Yes - With Proof,Yes - With Proof,inferred from live data,1,
ConsumerHIOrderEligible,Consumer Eligible to Order Home Insurance,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
ConsumerHIOrderEligible,Consumer Eligible to Order Home Insurance,standard,Boolean,YN,N,No,declared by Encompass,1,boolean-representation
DENIAL.X81,Denial Discl Info - Borrower Address Type,standard,String,STRING,Present Address,Present Address,declared by Encompass,1,
DENIAL.X81,Denial Discl Info - Borrower Address Type,standard,String,STRING,Mailing Address,Mailing Address,declared by Encompass,0,
DENIAL.X81,Denial Discl Info - Borrower Address Type,standard,String,STRING,Subject Address,Subject Address,declared by Encompass,0,
DISCLOSURE.X910,Disclosure-TX Estimated fees Will be Shown on the Good Faith Estimate Which We are Providing Now or Within three (3) Days.,standard,Boolean,YN,Y,Yes,declared by Encompass,1,boolean-representation
DISCLOSURE.X910,Disclosure-TX Estimated fees Will be Shown on the Good Faith Estimate Which We are Providing Now or Within three (3) Days.,standard,Boolean,YN,N,No,declared by Encompass,0,boolean-representation
FBE0009,Field FBE0009,standard,Boolean,YN,Y,Current,declared by Encompass,0,boolean-representation
FBE0009,Field FBE0009,standard,Boolean,YN,N,Prior,declared by Encompass,1,boolean-representation
FBE0015,Field FBE0015,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
FBE0015,Field FBE0015,standard,Boolean,YN,N,No,declared by Encompass,1,boolean-representation
HMDA.X105,HMDA LEI Used,standard,String,STRING,Profile,Profile,declared by Encompass,0,
HMDA.X105,HMDA LEI Used,standard,String,STRING,Reporting,Reporting,declared by Encompass,1,
HMDA.X42,Submission of Application,standard,String,STRING,Submitted directly to your institution,1. Submitted directly to your institution,declared by Encompass,0,
HMDA.X42,Submission of Application,standard,String,STRING,Not submitted directly to your institution,2. Not submitted directly to your institution,declared by Encompass,0,
HMDA.X42,Submission of Application,standard,String,STRING,Not applicable,3. Not applicable,declared by Encompass,1,
HMDA.X42,Submission of Application,standard,String,STRING,Exempt,1111. Exempt,declared by Encompass,0,
HMDA.X44,AUS #1,standard,String,STRING,DU,1. Desktop Underwriter (DU),declared by Encompass,0,
HMDA.X44,AUS #1,standard,String,STRING,LP,2. Loan Prospector (LP),declared by Encompass,0,
HMDA.X44,AUS #1,standard,String,STRING,TOTAL,3. Technology Open to Approved Lenders (TOTAL) Scorecard,declared by Encompass,0,
HMDA.X44,AUS #1,standard,String,STRING,GUS,4. Guaranteed Underwriting System (GUS),declared by Encompass,0,
HMDA.X44,AUS #1,standard,String,STRING,Other,5. Other,declared by Encompass,0,
HMDA.X44,AUS #1,standard,String,STRING,Not applicable,6. Not applicable,declared by Encompass,1,
HMDA.X44,AUS #1,standard,String,STRING,Internal Proprietary System,7. Internal Proprietary System,declared by Encompass,0,
HMDA.X44,AUS #1,standard,String,STRING,Exempt,1111. Exempt,declared by Encompass,0,
HMDA.X50,AUS Recommendation #1,standard,String,STRING,Approve/Eligible,1. Approve/Eligible,declared by Encompass,0,
HMDA.X50,AUS Recommendation #1,standard,String,STRING,Approve/Ineligible,2. Approve/Ineligible,declared by Encompass,0,
HMDA.X50,AUS Recommendation #1,standard,String,STRING,Refer/Eligible,3. Refer/Eligible,declared by Encompass,0,
HMDA.X50,AUS Recommendation #1,standard,String,STRING,Refer/Ineligible,4. Refer/Ineligible,declared by Encompass,0,
HMDA.X50,AUS Recommendation #1,standard,String,STRING,Refer with Caution,5. Refer with Caution,declared by Encompass,0,
HMDA.X50,AUS Recommendation #1,standard,String,STRING,Out of Scope,6. Out of Scope,declared by Encompass,0,
HMDA.X50,AUS Recommendation #1,standard,String,STRING,Error,7. Error,declared by Encompass,0,
HMDA.X50,AUS Recommendation #1,standard,String,STRING,Accept,8. Accept,declared by Encompass,0,
HMDA.X50,AUS Recommendation #1,standard,String,STRING,Caution,9. Caution,declared by Encompass,0,
HMDA.X50,AUS Recommendation #1,standard,String,STRING,Ineligible,10. Ineligible,declared by Encompass,0,
HMDA.X50,AUS Recommendation #1,standard,String,STRING,Incomplete,11. Incomplete,declared by Encompass,0,
HMDA.X50,AUS Recommendation #1,standard,String,STRING,Invalid,12. Invalid,declared by Encompass,0,
HMDA.X50,AUS Recommendation #1,standard,String,STRING,Refer,13. Refer,declared by Encompass,0,
HMDA.X50,AUS Recommendation #1,standard,String,STRING,Eligible,14. Eligible,declared by Encompass,0,
HMDA.X50,AUS Recommendation #1,standard,String,STRING,Unable to Determine,15. Unable to Determine,declared by Encompass,0,
