Field ID,Label,Milestone,Filled at this milestone (%)
321,File Contacts Broker Lender State,Investor Delivery,100
321,File Contacts Broker Lender State,LO Prep,100
321,File Contacts Broker Lender State,Loan Setup,100
321,File Contacts Broker Lender State,Purchasing Conditions,100
321,File Contacts Broker Lender State,Started,100
321,File Contacts Broker Lender State,Submittal,100
321,File Contacts Broker Lender State,Waiting for Docs,100
323,File Contacts Broker Lender Zip,Completion,100
323,File Contacts Broker Lender Zip,Cond. Approval,100
323,File Contacts Broker Lender Zip,Docs Out,100
323,File Contacts Broker Lender Zip,Final Docs,100
323,File Contacts Broker Lender Zip,Investor Delivery,100
323,File Contacts Broker Lender Zip,LO Prep,100
323,File Contacts Broker Lender Zip,Loan Setup,100
323,File Contacts Broker Lender Zip,Purchasing Conditions,100
323,File Contacts Broker Lender Zip,Started,100
323,File Contacts Broker Lender Zip,Submittal,100
323,File Contacts Broker Lender Zip,Waiting for Docs,100
324,File Contacts Broker Lender Phone,Completion,100
324,File Contacts Broker Lender Phone,Cond. Approval,100
324,File Contacts Broker Lender Phone,Docs Out,100
324,File Contacts Broker Lender Phone,Final Docs,100
324,File Contacts Broker Lender Phone,Investor Delivery,100
324,File Contacts Broker Lender Phone,LO Prep,100
324,File Contacts Broker Lender Phone,Loan Setup,100
324,File Contacts Broker Lender Phone,Purchasing Conditions,100
324,File Contacts Broker Lender Phone,Started,100
324,File Contacts Broker Lender Phone,Submittal,100
324,File Contacts Broker Lender Phone,Waiting for Docs,100
325,Trans Details Term Due In,Completion,100
325,Trans Details Term Due In,Cond. Approval,100
325,Trans Details Term Due In,Docs Out,100
325,Trans Details Term Due In,Final Docs,100
325,Trans Details Term Due In,Investor Delivery,100
325,Trans Details Term Due In,LO Prep,100
325,Trans Details Term Due In,Loan Setup,100
325,Trans Details Term Due In,Purchasing Conditions,100
325,Trans Details Term Due In,Started,100
325,Trans Details Term Due In,Submittal,100
325,Trans Details Term Due In,Waiting for Docs,100
326,File Contacts Broker Lender Fax,Completion,100
326,File Contacts Broker Lender Fax,Cond. Approval,100
326,File Contacts Broker Lender Fax,Docs Out,100
326,File Contacts Broker Lender Fax,Final Docs,100
326,File Contacts Broker Lender Fax,Investor Delivery,100
326,File Contacts Broker Lender Fax,LO Prep,100
326,File Contacts Broker Lender Fax,Loan Setup,100
326,File Contacts Broker Lender Fax,Purchasing Conditions,100
326,File Contacts Broker Lender Fax,Started,100
326,File Contacts Broker Lender Fax,Submittal,100
326,File Contacts Broker Lender Fax,Waiting for Docs,100
330,Fees Total Payable Items Origination Fee,Completion,100
330,Fees Total Payable Items Origination Fee,Cond. Approval,100
330,Fees Total Payable Items Origination Fee,Final Docs,100
330,Fees Total Payable Items Origination Fee,Investor Delivery,100
330,Fees Total Payable Items Origination Fee,LO Prep,100
330,Fees Total Payable Items Origination Fee,Loan Setup,100
330,Fees Total Payable Items Origination Fee,Purchasing Conditions,100
330,Fees Total Payable Items Origination Fee,Started,100
330,Fees Total Payable Items Origination Fee,Submittal,100
330,Fees Total Payable Items Origination Fee,Waiting for Docs,100
332,Fees Interest # of Days,Docs Out,100
332,Fees Interest # of Days,Final Docs,100
332,Fees Interest # of Days,Investor Delivery,100
332,Fees Interest # of Days,LO Prep,100
332,Fees Interest # of Days,Loan Setup,100
332,Fees Interest # of Days,Purchasing Conditions,100
332,Fees Interest # of Days,Started,100
332,Fees Interest # of Days,Submittal,100
333,Fees Interest Per Day,Completion,100
333,Fees Interest Per Day,Cond. Approval,100
333,Fees Interest Per Day,Docs Out,100
333,Fees Interest Per Day,Final Docs,100
333,Fees Interest Per Day,Investor Delivery,100
333,Fees Interest Per Day,LO Prep,100
333,Fees Interest Per Day,Loan Setup,100
333,Fees Interest Per Day,Purchasing Conditions,100
333,Fees Interest Per Day,Started,100
333,Fees Interest Per Day,Submittal,100
334,Fees Interest Borr,Docs Out,100
334,Fees Interest Borr,Final Docs,100
334,Fees Interest Borr,Investor Delivery,100
334,Fees Interest Borr,LO Prep,100
334,Fees Interest Borr,Loan Setup,100
334,Fees Interest Borr,Purchasing Conditions,100
334,Fees Interest Borr,Started,100
334,Fees Interest Borr,Submittal,100
335,Unrounded and Truncated Fees Interest Per Day,Completion,100
335,Unrounded and Truncated Fees Interest Per Day,Cond. Approval,100
335,Unrounded and Truncated Fees Interest Per Day,Docs Out,100
335,Unrounded and Truncated Fees Interest Per Day,Final Docs,100
335,Unrounded and Truncated Fees Interest Per Day,Investor Delivery,100
335,Unrounded and Truncated Fees Interest Per Day,LO Prep,100
335,Unrounded and Truncated Fees Interest Per Day,Loan Setup,100
335,Unrounded and Truncated Fees Interest Per Day,Purchasing Conditions,100
335,Unrounded and Truncated Fees Interest Per Day,Started,100
335,Unrounded and Truncated Fees Interest Per Day,Submittal,100
340,Fees Line 1008 # Mos,Purchasing Conditions,84.2
350,Liabilities Total Liability Pymt,Completion,100
350,Liabilities Total Liability Pymt,Cond. Approval,100
350,Liabilities Total Liability Pymt,Docs Out,100
350,Liabilities Total Liability Pymt,Final Docs,100
350,Liabilities Total Liability Pymt,Investor Delivery,100
350,Liabilities Total Liability Pymt,Loan Setup,100
350,Liabilities Total Liability Pymt,Purchasing Conditions,100
350,Liabilities Total Liability Pymt,Started,100
350,Liabilities Total Liability Pymt,Submittal,100
352,Trans Details Investor Case/Loan #,Investor Delivery,100
352,Trans Details Investor Case/Loan #,Purchasing Conditions,100
353,Freddie Mac Loan To Value (LTV),Completion,100
353,Freddie Mac Loan To Value (LTV),Cond. Approval,100
353,Freddie Mac Loan To Value (LTV),Docs Out,100
353,Freddie Mac Loan To Value (LTV),Final Docs,100
353,Freddie Mac Loan To Value (LTV),Investor Delivery,100
353,Freddie Mac Loan To Value (LTV),LO Prep,100
353,Freddie Mac Loan To Value (LTV),Loan Setup,100
353,Freddie Mac Loan To Value (LTV),Purchasing Conditions,100
353,Freddie Mac Loan To Value (LTV),Started,100
353,Freddie Mac Loan To Value (LTV),Submittal,100
353,Freddie Mac Loan To Value (LTV),Waiting for Docs,100
356,Subject Property Appraised Value,Completion,100
356,Subject Property Appraised Value,Cond. Approval,100
356,Subject Property Appraised Value,Docs Out,100
356,Subject Property Appraised Value,Final Docs,100
356,Subject Property Appraised Value,Investor Delivery,100
356,Subject Property Appraised Value,LO Prep,100
356,Subject Property Appraised Value,Loan Setup,100
356,Subject Property Appraised Value,Purchasing Conditions,100
356,Subject Property Appraised Value,Started,100
356,Subject Property Appraised Value,Submittal,100
358,Subject Property Value for LTV,Completion,100
358,Subject Property Value for LTV,Cond. Approval,100
358,Subject Property Value for LTV,Docs Out,100
358,Subject Property Value for LTV,Final Docs,100
358,Subject Property Value for LTV,Investor Delivery,100
358,Subject Property Value for LTV,LO Prep,100
358,Subject Property Value for LTV,Loan Setup,100
358,Subject Property Value for LTV,Purchasing Conditions,100
358,Subject Property Value for LTV,Started,100
358,Subject Property Value for LTV,Submittal,100
358,Subject Property Value for LTV,Waiting for Docs,100
362,File Contacts Loan Processor Name,Completion,100
362,File Contacts Loan Processor Name,Cond. Approval,100
362,File Contacts Loan Processor Name,Docs Out,100
362,File Contacts Loan Processor Name,Final Docs,100
362,File Contacts Loan Processor Name,Investor Delivery,100
362,File Contacts Loan Processor Name,LO Prep,100
362,File Contacts Loan Processor Name,Loan Setup,100
362,File Contacts Loan Processor Name,Purchasing Conditions,100
362,File Contacts Loan Processor Name,Started,100
362,File Contacts Loan Processor Name,Submittal,100
362,File Contacts Loan Processor Name,Waiting for Docs,100
364,Trans Details Loan #,Completion,100
364,Trans Details Loan #,Cond. Approval,100
364,Trans Details Loan #,Docs Out,100
364,Trans Details Loan #,Final Docs,100
364,Trans Details Loan #,Investor Delivery,100
364,Trans Details Loan #,LO Prep,100
364,Trans Details Loan #,Loan Setup,100
364,Trans Details Loan #,Purchasing Conditions,100
364,Trans Details Loan #,Started,100
364,Trans Details Loan #,Submittal,100
364,Trans Details Loan #,Waiting for Docs,100
373,Fees Line 1206 Descr,Investor Delivery,100
373,Fees Line 1206 Descr,Purchasing Conditions,100
374,Fees Line 1206 Borr,Purchasing Conditions,100
382,Expenses Total Mo Installment Exp,Completion,100
382,Expenses Total Mo Installment Exp,Cond. Approval,100
382,Expenses Total Mo Installment Exp,Docs Out,100
382,Expenses Total Mo Installment Exp,Final Docs,100
382,Expenses Total Mo Installment Exp,Investor Delivery,100
382,Expenses Total Mo Installment Exp,Loan Setup,100
382,Expenses Total Mo Installment Exp,Purchasing Conditions,100
382,Expenses Total Mo Installment Exp,Started,100
382,Expenses Total Mo Installment Exp,Submittal,100
386,FHA MCAW Total Closing Cost,Completion,100
386,FHA MCAW Total Closing Cost,Cond. Approval,100
386,FHA MCAW Total Closing Cost,Docs Out,100
386,FHA MCAW Total Closing Cost,Final Docs,100
386,FHA MCAW Total Closing Cost,Investor Delivery,100
386,FHA MCAW Total Closing Cost,LO Prep,100
386,FHA MCAW Total Closing Cost,Loan Setup,100
386,FHA MCAW Total Closing Cost,Purchasing Conditions,100
386,FHA MCAW Total Closing Cost,Started,100
386,FHA MCAW Total Closing Cost,Submittal,100
386,FHA MCAW Total Closing Cost,Waiting for Docs,100
388,Fees Loan Origination Fee %,Completion,100
388,Fees Loan Origination Fee %,Cond. Approval,100
388,Fees Loan Origination Fee %,Docs Out,37.5
388,Fees Loan Origination Fee %,Final Docs,80
388,Fees Loan Origination Fee %,Investor Delivery,60
388,Fees Loan Origination Fee %,LO Prep,100
388,Fees Loan Origination Fee %,Loan Setup,96.7
388,Fees Loan Origination Fee %,Purchasing Conditions,70.7
388,Fees Loan Origination Fee %,Started,98.9
388,Fees Loan Origination Fee %,Submittal,93.8
388,Fees Loan Origination Fee %,Waiting for Docs,100
390,Fees Line 1202 Recording Fees Borr,Docs Out,100
390,Fees Line 1202 Recording Fees Borr,Final Docs,100
390,Fees Line 1202 Recording Fees Borr,Investor Delivery,100
390,Fees Line 1202 Recording Fees Borr,Purchasing Conditions,100
403,Borr Declarations Ownership in 3 years,Cond. Approval,40
411,File Contacts Title Co Name,Docs Out,100
411,File Contacts Title Co Name,Final Docs,100
411,File Contacts Title Co Name,Investor Delivery,100
411,File Contacts Title Co Name,Loan Setup,100
411,File Contacts Title Co Name,Purchasing Conditions,100
411,File Contacts Title Co Name,Submittal,100
412,File Contacts Title Co Addr,Docs Out,100
412,File Contacts Title Co Addr,Final Docs,100
412,File Contacts Title Co Addr,Investor Delivery,100
412,File Contacts Title Co Addr,Loan Setup,100
412,File Contacts Title Co Addr,Purchasing Conditions,100
412,File Contacts Title Co Addr,Submittal,100
413,File Contacts Title Co City,Docs Out,100
413,File Contacts Title Co City,Final Docs,100
413,File Contacts Title Co City,Investor Delivery,100
413,File Contacts Title Co City,Loan Setup,100
413,File Contacts Title Co City,Purchasing Conditions,100
413,File Contacts Title Co City,Submittal,100
414,File Contacts Title Co Zip,Docs Out,100
414,File Contacts Title Co Zip,Final Docs,100
414,File Contacts Title Co Zip,Investor Delivery,100
414,File Contacts Title Co Zip,Loan Setup,100
414,File Contacts Title Co Zip,Purchasing Conditions,100
414,File Contacts Title Co Zip,Submittal,100
416,File Contacts Title Co Contact,Docs Out,100
416,File Contacts Title Co Contact,Final Docs,100
416,File Contacts Title Co Contact,Investor Delivery,100
416,File Contacts Title Co Contact,Loan Setup,100
416,File Contacts Title Co Contact,Purchasing Conditions,100
416,File Contacts Title Co Contact,Submittal,100
417,File Contacts Title Co Phone,Docs Out,100
417,File Contacts Title Co Phone,Final Docs,100
417,File Contacts Title Co Phone,Investor Delivery,100
417,File Contacts Title Co Phone,Loan Setup,100
417,File Contacts Title Co Phone,Purchasing Conditions,100
417,File Contacts Title Co Phone,Submittal,100
418,Borr Declarations A,Completion,0
418,Borr Declarations A,Cond. Approval,0
418,Borr Declarations A,Docs Out,0
418,Borr Declarations A,Final Docs,0
418,Borr Declarations A,Investor Delivery,0
418,Borr Declarations A,LO Prep,0
418,Borr Declarations A,Loan Setup,0
418,Borr Declarations A,Purchasing Conditions,0
418,Borr Declarations A,Started,0
418,Borr Declarations A,Submittal,0
418,Borr Declarations A,Waiting for Docs,0
420,Trans Details Lien Position,Completion,100
420,Trans Details Lien Position,Cond. Approval,100
420,Trans Details Lien Position,Docs Out,100
420,Trans Details Lien Position,Final Docs,100
420,Trans Details Lien Position,Investor Delivery,100
420,Trans Details Lien Position,LO Prep,100
420,Trans Details Lien Position,Loan Setup,100
420,Trans Details Lien Position,Purchasing Conditions,100
420,Trans Details Lien Position,Started,100
420,Trans Details Lien Position,Submittal,100
420,Trans Details Lien Position,Waiting for Docs,100
424,Fannie Mae Repymt Type Code,Completion,100
424,Fannie Mae Repymt Type Code,Cond. Approval,100
424,Fannie Mae Repymt Type Code,Docs Out,100
424,Fannie Mae Repymt Type Code,Final Docs,100
424,Fannie Mae Repymt Type Code,Investor Delivery,100
424,Fannie Mae Repymt Type Code,LO Prep,100
424,Fannie Mae Repymt Type Code,Loan Setup,100
424,Fannie Mae Repymt Type Code,Purchasing Conditions,100
424,Fannie Mae Repymt Type Code,Started,100
424,Fannie Mae Repymt Type Code,Submittal,100
424,Fannie Mae Repymt Type Code,Waiting for Docs,100
427,Trans Details Sub Fin First Mtg Loan Amt,Completion,100
427,Trans Details Sub Fin First Mtg Loan Amt,Cond. Approval,100
427,Trans Details Sub Fin First Mtg Loan Amt,Docs Out,100
427,Trans Details Sub Fin First Mtg Loan Amt,Final Docs,100
427,Trans Details Sub Fin First Mtg Loan Amt,Investor Delivery,100
427,Trans Details Sub Fin First Mtg Loan Amt,LO Prep,100
427,Trans Details Sub Fin First Mtg Loan Amt,Loan Setup,100
427,Trans Details Sub Fin First Mtg Loan Amt,Purchasing Conditions,100
427,Trans Details Sub Fin First Mtg Loan Amt,Started,100
427,Trans Details Sub Fin First Mtg Loan Amt,Submittal,100
427,Trans Details Sub Fin First Mtg Loan Amt,Waiting for Docs,100
432,Trans Details Rate Lock # Days,Completion,100
432,Trans Details Rate Lock # Days,Cond. Approval,100
432,Trans Details Rate Lock # Days,Docs Out,100
432,Trans Details Rate Lock # Days,Final Docs,100
432,Trans Details Rate Lock # Days,Investor Delivery,100
432,Trans Details Rate Lock # Days,LO Prep,100
432,Trans Details Rate Lock # Days,Loan Setup,100
432,Trans Details Rate Lock # Days,Purchasing Conditions,100
432,Trans Details Rate Lock # Days,Started,100
432,Trans Details Rate Lock # Days,Submittal,100
432,Trans Details Rate Lock # Days,Waiting for Docs,100
433,Fees Total Payable Items Lender,Completion,100
433,Fees Total Payable Items Lender,Cond. Approval,100
433,Fees Total Payable Items Lender,Final Docs,100
433,Fees Total Payable Items Lender,Investor Delivery,100
433,Fees Total Payable Items Lender,LO Prep,100
433,Fees Total Payable Items Lender,Loan Setup,100
433,Fees Total Payable Items Lender,Purchasing Conditions,100
433,Fees Total Payable Items Lender,Started,100
433,Fees Total Payable Items Lender,Submittal,100
433,Fees Total Payable Items Lender,Waiting for Docs,100
435,Fees Total Payable Items (Broker/Lender),Completion,100
435,Fees Total Payable Items (Broker/Lender),Cond. Approval,100
435,Fees Total Payable Items (Broker/Lender),Final Docs,100
435,Fees Total Payable Items (Broker/Lender),Investor Delivery,100
435,Fees Total Payable Items (Broker/Lender),LO Prep,100
435,Fees Total Payable Items (Broker/Lender),Loan Setup,100
